birth_cohort,legal_status,latest_us_occupation,education,labor_exp_age45,first_migration_age,total_trips,accumulated_us_experience,mean_proportion_low_income
57.0,0.0,2.0,6.0,28.0,31.0,1.0,216.0,0.1193470539611134
18.0,1.0,0.0,0.0,30.666666666666668,23.0,3.0,8.0,0.4002801355591667
45.0,0.0,1.0,17.0,28.0,22.0,1.0,336.0,0.3605477354718323
54.0,0.0,2.0,1.0,39.0,40.0,1.0,36.0,0.0530060722456658
38.0,1.0,2.0,6.0,26.0,6.0,1.0,24.0,0.5427403069541675
33.0,1.0,0.0,2.0,32.666666666666664,19.0,2.0,8.0,0.1618066736443946
9.0,1.0,0.0,0.0,30.25,37.0,1.0,3.0,0.3979863843292437
34.0,0.0,1.0,3.0,30.0,20.0,2.0,108.0,0.146549422036687
22.0,1.0,0.0,6.0,32.0,20.0,2.0,24.0,0.1568111765647907
64.0,0.0,1.0,6.0,34.0,20.0,2.0,60.0,0.0530060722456658
38.0,0.0,2.0,0.0,34.0,22.0,1.0,564.0,0.1229021306305824
42.0,0.0,0.0,16.0,23.0,26.0,1.0,48.0,0.1931846712098272
40.0,0.0,2.0,9.0,22.5,27.0,1.0,6.0,0.503388823580198
50.0,1.0,1.0,6.0,30.0,40.0,1.0,72.0,0.4353976575177852
54.0,0.0,2.0,0.0,34.0,19.0,1.0,420.0,0.0424752177964042
50.0,0.0,1.0,6.0,34.0,21.0,1.0,312.0,0.1154865504287029
42.0,0.0,0.0,6.0,26.75,22.0,4.0,48.0,0.5631442933612603
43.0,1.0,1.0,16.0,28.0,33.0,1.0,60.0,2962.876235783164
40.0,1.0,1.0,6.0,27.0,21.0,2.0,48.0,0.503388823580198
47.0,0.0,1.0,0.0,32.0,39.0,2.0,84.0,0.1979049791452423
59.0,0.0,2.0,9.0,30.5,26.0,1.0,48.0,0.1568111765647907
47.0,0.0,1.0,12.0,29.0,30.0,1.0,204.0,0.1837518299470699
31.0,0.0,1.0,6.0,32.0,42.0,3.0,60.0,0.2362869324676007
26.0,1.0,0.0,1.0,33.916666666666664,15.0,7.0,23.0,0.511485026688109
49.0,1.0,1.0,9.0,38.0,44.0,1.0,24.0,0.3605477354718323
26.0,1.0,2.0,4.0,30.0,49.0,2.0,156.0,0.3979863843292437
33.0,0.0,0.0,0.0,33.0,24.0,11.0,144.0,0.5321297041691028
61.0,0.0,0.0,9.0,37.0,26.0,2.0,24.0,0.1387416105495991
61.0,0.0,2.0,3.0,33.0,24.0,1.0,24.0,0.2493494146303527
29.0,1.0,0.0,3.0,32.25,21.0,1.0,3.0,0.1568111765647907
50.0,0.0,0.0,3.0,30.5,26.0,1.0,6.0,0.1470002761244478
57.0,0.0,2.0,12.0,19.0,30.0,1.0,192.0,0.1568111765647907
52.0,0.0,1.0,17.0,29.0,17.0,1.0,12.0,0.2659429044706354
49.0,0.0,1.0,6.0,34.0,42.0,1.0,36.0,0.1724440137561966
41.0,0.0,0.0,1.0,36.5,23.0,4.0,156.0,0.3061561957591827
32.0,1.0,0.0,0.0,31.0,17.0,1.0,12.0,0.1229021306305824
50.0,1.0,0.0,6.0,30.0,16.0,1.0,12.0,0.4002801355591667
40.0,1.0,0.0,3.0,29.83333333333333,22.0,4.0,236.0,0.336834574023331
36.0,0.0,1.0,6.0,30.5,28.0,2.0,90.0,0.3282718332272439
43.0,0.0,2.0,6.0,31.0,26.0,2.0,24.0,0.3282718332272439
42.0,1.0,0.0,6.0,33.666666666666664,27.0,2.0,20.0,0.1136808120728266
47.0,0.0,2.0,3.0,32.0,21.0,1.0,24.0,0.0530060722456658
38.0,1.0,1.0,13.0,23.416666666666668,23.0,2.0,5.0,0.1979049791452423
28.0,0.0,2.0,6.0,33.0,20.0,10.0,120.0,0.366797267891916
26.0,1.0,2.0,3.0,32.5,18.0,1.0,174.0,0.5624172290213145
40.0,1.0,2.0,15.0,28.166666666666668,17.0,1.0,456.0,0.3605477354718323
43.0,0.0,2.0,6.0,34.0,42.0,1.0,36.0,0.0619939786519362
16.0,0.0,0.0,0.0,30.916666666666668,25.0,2.0,23.0,0.2550178354244314
63.0,0.0,1.0,9.0,31.0,32.0,1.0,120.0,0.1570145589118308
48.0,0.0,1.0,6.0,32.0,28.0,10.0,120.0,0.3040856578310011
40.0,1.0,1.0,2.0,34.0,18.0,2.0,504.0,0.3403960457849617
34.0,0.0,0.0,0.0,27.25,21.0,2.0,15.0,0.2230046374068595
30.0,1.0,0.0,0.0,31.0,18.0,3.0,36.0,0.366797267891916
57.0,0.0,2.0,6.0,34.0,37.0,1.0,120.0,0.2111566691999847
26.0,0.0,2.0,0.0,34.0,21.0,9.0,216.0,0.1229021306305824
61.0,0.0,2.0,2.0,33.416666666666664,35.0,1.0,41.0,0.0424752177964042
32.0,1.0,1.0,9.0,27.0,44.0,1.0,24.0,0.5624172290213145
20.0,0.0,0.0,2.0,33.5,18.0,8.0,177.0,0.336834574023331
34.0,0.0,2.0,5.0,31.0,35.0,1.0,12.0,0.2659429044706354
42.0,0.0,1.0,9.0,26.0,20.0,2.0,48.0,0.1229021306305824
36.0,0.0,2.0,3.0,37.25,18.0,8.0,123.0,0.2121177289750974
44.0,0.0,1.0,12.0,36.0,47.0,1.0,2.0,0.4353976575177852
41.0,0.0,2.0,2.0,28.0,40.0,1.0,300.0,0.1589568182862857
43.0,0.0,0.0,6.0,33.0,38.0,2.0,84.0,0.1812808391388095
38.0,0.0,2.0,6.0,33.0,38.0,1.0,60.0,0.2351765307508255
48.0,0.0,1.0,2.0,33.0,23.0,1.0,336.0,0.1812808391388095
30.0,1.0,0.0,0.0,37.0,22.0,2.0,132.0,0.2805868308259445
47.0,1.0,1.0,9.0,33.416666666666664,20.0,2.0,137.0,0.3403960457849617
59.0,1.0,1.0,2.0,35.25,16.0,4.0,313.0,0.1136808120728266
19.0,1.0,0.0,2.0,26.25,18.0,7.0,27.0,0.4261479022907242
40.0,1.0,1.0,6.0,27.0,23.0,1.0,324.0,0.5624172290213145
40.0,1.0,2.0,2.0,30.33333333333333,26.0,4.0,184.0,0.233556588533269
41.0,0.0,2.0,0.0,35.5,20.0,1.0,30.0,0.0530060722456658
44.0,0.0,0.0,6.0,34.0,19.0,2.0,24.0,0.3605477354718323
54.0,0.0,2.0,1.0,29.0,20.0,6.0,156.0,0.1627564249131586
28.0,0.0,0.0,0.0,34.666666666666664,29.0,1.0,18.0,0.5631442933612603
28.0,0.0,0.0,7.0,27.666666666666668,19.0,7.0,56.0,0.336834574023331
35.0,0.0,0.0,0.0,35.0,25.0,2.0,12.0,0.3605477354718323
41.0,1.0,0.0,6.0,33.5,28.0,5.0,222.0,0.1875023905350765
51.0,0.0,1.0,6.0,32.0,32.0,2.0,60.0,0.2659429044706354
43.0,1.0,0.0,7.0,31.0,23.0,20.0,282.0,0.2121177289750974
38.0,0.0,1.0,8.0,24.25,22.0,1.0,15.0,0.268573165960706
45.0,0.0,2.0,3.0,35.416666666666664,27.0,3.0,53.0,0.3061561957591827
56.0,0.0,2.0,9.0,26.33333333333333,39.0,1.0,76.0,0.3040856578310011
42.0,0.0,1.0,0.0,34.0,25.0,2.0,36.0,0.1229021306305824
42.0,0.0,0.0,4.0,31.916666666666668,21.0,4.0,35.0,0.2230046374068595
13.0,1.0,0.0,0.0,33.666666666666664,15.0,2.0,536.0,0.5624172290213145
48.0,1.0,1.0,9.0,31.0,15.0,3.0,264.0,0.2805868308259445
39.0,1.0,0.0,0.0,35.083333333333336,44.0,1.0,1.0,0.2121177289750974
42.0,0.0,2.0,1.0,26.0,41.0,1.0,84.0,0.1229021306305824
54.0,1.0,0.0,6.0,23.0,23.0,1.0,120.0,0.3261169775912217
53.0,0.0,1.0,17.0,29.0,38.0,1.0,24.0,0.1627564249131586
36.0,1.0,0.0,6.0,33.0,18.0,1.0,12.0,0.366797267891916
51.0,0.0,2.0,6.0,34.0,40.0,2.0,108.0,0.1568111765647907
40.0,0.0,1.0,1.0,30.0,50.0,1.0,84.0,0.1713179214459541
36.0,0.0,0.0,6.0,32.75,34.0,2.0,21.0,0.253412641520752
13.0,1.0,0.0,1.0,34.5,20.0,2.0,6.0,0.1979049791452423
58.0,0.0,1.0,12.0,25.0,21.0,3.0,60.0,0.1229021306305824
49.0,0.0,0.0,12.0,28.0,22.0,1.0,12.0,0.0965366473426955
39.0,0.0,2.0,2.0,33.5,25.0,1.0,6.0,0.466597565192262
21.0,1.0,0.0,0.0,32.5,32.0,1.0,6.0,0.1618066736443946
33.0,1.0,0.0,6.0,36.91666666666666,20.0,3.0,11.0,0.5624172290213145
48.0,1.0,1.0,6.0,33.0,30.0,3.0,48.0,0.366797267891916
62.0,0.0,1.0,14.0,30.0,16.0,3.0,24.0,0.246633912460184
56.0,0.0,1.0,6.0,29.25,14.0,9.0,198.0,0.1731213669628752
27.0,1.0,0.0,3.0,33.083333333333336,18.0,1.0,1.0,0.2230046374068595
45.0,0.0,0.0,3.0,33.0,35.0,2.0,102.0,0.3040856578310011
45.0,0.0,0.0,6.0,34.0,47.0,3.0,15.0,0.1875023905350765
52.0,0.0,0.0,6.0,37.41666666666666,39.0,1.0,24.0,0.1136808120728266
65.0,0.0,1.0,6.0,33.0,30.0,1.0,192.0,0.0462673582305475
44.0,0.0,1.0,0.0,38.0,38.0,3.0,17.0,0.1979049791452423
29.0,0.0,2.0,0.0,32.5,17.0,5.0,138.0,0.1979049791452423
23.0,0.0,1.0,6.0,23.0,37.0,1.0,12.0,0.1229021306305824
51.0,0.0,0.0,9.0,33.0,29.0,1.0,60.0,0.4377429198847672
42.0,0.0,1.0,17.0,34.0,25.0,1.0,36.0,0.2230046374068595
43.0,0.0,1.0,3.0,36.5,20.0,7.0,86.0,0.3605477354718323
46.0,1.0,0.0,6.0,31.25,39.0,2.0,15.0,0.1731213669628752
29.0,0.0,0.0,3.0,32.0,55.0,1.0,5.0,0.2721280489036954
50.0,1.0,1.0,12.0,27.0,26.0,1.0,24.0,0.3660537323416527
60.0,0.0,2.0,2.0,38.0,13.0,1.0,108.0,0.0530060722456658
45.0,0.0,0.0,6.0,33.0,23.0,1.0,24.0,0.1875023905350765
51.0,1.0,2.0,12.0,28.0,26.0,1.0,144.0,0.4377429198847672
49.0,0.0,1.0,6.0,32.25,19.0,1.0,12.0,0.2659429044706354
40.0,1.0,0.0,6.0,30.0,16.0,2.0,36.0,0.5624172290213145
38.0,0.0,1.0,2.0,26.83333333333333,34.0,1.0,10.0,0.0424752177964042
31.0,0.0,0.0,3.0,31.0,19.0,2.0,12.0,0.3036757590987357
27.0,1.0,1.0,3.0,26.08333333333333,27.0,6.0,170.0,0.1568111765647907
22.0,1.0,0.0,3.0,31.666666666666668,23.0,2.0,30.0,0.1881128205329646
26.0,0.0,1.0,6.0,33.0,15.0,2.0,180.0,0.1589568182862857
48.0,0.0,1.0,6.0,30.0,21.0,2.0,60.0,0.2224250167530135
49.0,0.0,2.0,6.0,33.0,25.0,1.0,12.0,0.1568111765647907
59.0,0.0,1.0,6.0,33.333333333333336,27.0,4.0,112.0,0.0530060722456658
52.0,0.0,0.0,0.0,34.0,48.0,1.0,4.0,0.0782559075090117
42.0,0.0,1.0,3.0,31.0,18.0,1.0,36.0,0.4002801355591667
18.0,0.0,1.0,1.0,34.0,56.0,1.0,36.0,0.0619939786519362
33.0,0.0,0.0,6.0,34.0,19.0,1.0,120.0,0.268573165960706
36.0,1.0,0.0,6.0,36.0,23.0,4.0,144.0,0.3061561957591827
20.0,0.0,0.0,0.0,32.5,22.0,2.0,6.0,0.3036757590987357
27.0,0.0,1.0,6.0,34.0,25.0,1.0,480.0,0.3126117748540345
60.0,0.0,0.0,6.0,34.0,16.0,1.0,384.0,0.1136808120728266
58.0,1.0,1.0,6.0,37.0,9.0,2.0,228.0,0.0424752177964042
57.0,0.0,1.0,9.0,31.0,23.0,2.0,24.0,0.3261169775912217
50.0,0.0,1.0,2.0,29.25,42.0,1.0,48.0,0.1669478592228174
42.0,0.0,1.0,4.0,31.0,39.0,2.0,48.0,0.3660537323416527
54.0,1.0,0.0,6.0,28.5,17.0,10.0,156.0,0.1931846712098272
44.0,0.0,1.0,12.0,29.0,31.0,1.0,48.0,0.511485026688109
24.0,1.0,0.0,3.0,30.416666666666668,26.0,1.0,17.0,0.3036757590987357
40.0,1.0,0.0,6.0,31.5,18.0,1.0,6.0,0.3279464606801268
30.0,1.0,0.0,9.0,26.0,20.0,2.0,24.0,0.2805868308259445
41.0,1.0,2.0,0.0,26.0,41.0,2.0,72.0,0.3605477354718323
35.0,1.0,1.0,12.0,32.25,21.0,1.0,3.0,0.3660537323416527
53.0,0.0,1.0,9.0,28.0,41.0,1.0,48.0,0.1859612389207837
58.0,0.0,1.0,0.0,29.0,17.0,1.0,120.0,0.0794116459041523
37.0,0.0,1.0,6.0,38.0,18.0,2.0,264.0,0.3282718332272439
33.0,0.0,0.0,2.0,37.25,22.0,2.0,27.0,0.1837518299470699
57.0,0.0,1.0,9.0,26.0,27.0,1.0,276.0,0.1154865504287029
43.0,0.0,0.0,3.0,26.0,19.0,6.0,498.0,0.1136808120728266
46.0,0.0,1.0,0.0,29.0,34.0,1.0,36.0,0.1387416105495991
42.0,0.0,0.0,4.0,33.0,16.0,1.0,12.0,0.5624172290213145
49.0,0.0,1.0,6.0,31.5,36.0,1.0,6.0,0.246633912460184
36.0,0.0,1.0,0.0,32.0,35.0,1.0,24.0,0.139906970407686
22.0,0.0,0.0,3.0,29.5,20.0,2.0,18.0,0.503388823580198
39.0,1.0,1.0,3.0,34.0,24.0,2.0,36.0,0.1229021306305824
37.0,0.0,0.0,2.0,34.0,22.0,4.0,216.0,0.3403960457849617
40.0,0.0,0.0,5.0,33.333333333333336,39.0,1.0,4.0,0.4261479022907242
29.0,0.0,1.0,6.0,34.0,59.0,1.0,48.0,0.503388823580198
53.0,0.0,1.0,6.0,31.0,31.0,2.0,48.0,0.366797267891916
22.0,1.0,1.0,3.0,30.0,39.0,1.0,300.0,0.5624172290213145
54.0,0.0,0.0,4.0,32.5,22.0,1.0,6.0,0.1931846712098272
21.0,1.0,0.0,0.0,32.0,32.0,1.0,24.0,0.1229021306305824
55.0,0.0,1.0,6.0,31.0,18.0,1.0,24.0,0.2805868308259445
26.0,0.0,2.0,1.0,31.0,16.0,3.0,48.0,0.3036757590987357
31.0,0.0,0.0,6.0,31.0,15.0,1.0,60.0,0.2493494146303527
42.0,0.0,1.0,17.0,29.0,22.0,1.0,12.0,0.3126117748540345
41.0,0.0,0.0,5.0,31.0,23.0,1.0,60.0,0.5631442933612603
16.0,1.0,0.0,2.0,34.0,32.0,2.0,24.0,0.233556588533269
57.0,0.0,2.0,3.0,34.0,16.0,1.0,420.0,0.1136808120728266
56.0,0.0,1.0,9.0,30.25,18.0,3.0,132.0,0.1570145589118308
45.0,0.0,1.0,3.0,30.5,21.0,3.0,144.0,0.1931846712098272
47.0,0.0,1.0,6.0,39.0,17.0,1.0,36.0,0.256899995432371
31.0,0.0,1.0,0.0,35.25,32.0,1.0,3.0,0.3061561957591827
36.0,1.0,0.0,1.0,32.0,29.0,2.0,384.0,0.366797267891916
47.0,0.0,1.0,9.0,32.0,46.0,2.0,24.0,0.139906970407686
27.0,0.0,1.0,6.0,25.83333333333333,25.0,2.0,10.0,0.4377429198847672
40.0,1.0,0.0,3.0,33.0,58.0,1.0,12.0,0.1896341666860463
35.0,1.0,1.0,5.0,34.0,45.0,9.0,59.0,0.1789977792291187
44.0,0.0,2.0,0.0,36.25,33.0,1.0,3.0,0.256899995432371
63.0,0.0,1.0,9.0,31.0,20.0,1.0,24.0,0.1523291898494421
5.0,1.0,1.0,10.0,29.0,7.0,1.0,276.0,0.5624172290213145
59.0,0.0,1.0,9.0,33.0,16.0,1.0,384.0,0.1229021306305824
59.0,0.0,0.0,6.0,30.0,23.0,1.0,12.0,0.0782559075090117
33.0,1.0,1.0,6.0,34.0,25.0,1.0,132.0,0.3282718332272439
58.0,0.0,2.0,6.0,30.0,32.0,1.0,204.0,0.3261169775912217
45.0,0.0,2.0,4.0,32.666666666666664,34.0,3.0,32.0,0.3605477354718323
33.0,1.0,0.0,6.0,32.5,20.0,1.0,18.0,0.2362869324676007
38.0,0.0,1.0,18.0,28.0,28.0,1.0,12.0,0.3282718332272439
56.0,0.0,2.0,9.0,32.0,33.0,2.0,36.0,0.1470002761244478
43.0,0.0,2.0,9.0,21.5,24.0,1.0,6.0,0.1568111765647907
34.0,0.0,0.0,2.0,32.0,53.0,2.0,30.0,0.268573165960706
57.0,0.0,2.0,4.0,35.0,23.0,1.0,12.0,0.0530060722456658
42.0,1.0,1.0,6.0,30.0,16.0,1.0,180.0,0.2805868308259445
32.0,0.0,2.0,6.0,30.75,28.0,2.0,72.0,0.3279464606801268
36.0,1.0,1.0,0.0,32.5,21.0,2.0,6.0,0.5321297041691028
53.0,0.0,0.0,6.0,36.0,30.0,1.0,36.0,0.1896341666860463
47.0,0.0,0.0,2.0,34.0,23.0,2.0,60.0,0.3061561957591827
43.0,0.0,1.0,2.0,38.0,14.0,1.0,96.0,0.1098237930262608
58.0,0.0,0.0,6.0,32.5,26.0,1.0,6.0,0.2805868308259445
42.0,1.0,0.0,1.0,28.0,56.0,1.0,5.0,0.2230046374068595
56.0,0.0,2.0,2.0,31.0,15.0,3.0,60.0,0.0794116459041523
36.0,1.0,0.0,16.0,30.0,23.0,1.0,36.0,0.4002801355591667
55.0,1.0,1.0,6.0,31.5,22.0,5.0,300.0,0.1136808120728266
28.0,1.0,2.0,5.0,30.0,24.0,1.0,48.0,0.5624172290213145
27.0,1.0,0.0,3.0,33.0,21.0,1.0,12.0,0.1568111765647907
32.0,1.0,0.0,3.0,34.0,46.0,2.0,6.0,0.256899995432371
51.0,0.0,1.0,12.0,28.0,18.0,1.0,144.0,0.1724440137561966
39.0,1.0,1.0,6.0,31.0,42.0,1.0,60.0,0.5624172290213145
22.0,0.0,0.0,3.0,27.5,20.0,2.0,18.0,0.3282718332272439
32.0,1.0,0.0,6.0,28.75,21.0,1.0,3.0,0.503388823580198
30.0,1.0,2.0,0.0,34.0,61.0,3.0,25.0,0.3403960457849617
58.0,0.0,1.0,10.0,30.0,18.0,1.0,372.0,0.1229021306305824
26.0,1.0,0.0,0.0,30.166666666666668,25.0,1.0,2.0,0.3036757590987357
59.0,0.0,1.0,3.0,36.0,21.0,2.0,96.0,0.1387416105495991
33.0,1.0,0.0,1.0,29.916666666666668,36.0,8.0,32.0,0.1875023905350765
38.0,1.0,1.0,3.0,39.0,15.0,1.0,504.0,0.3605477354718323
14.0,0.0,1.0,5.0,27.0,47.0,1.0,300.0,0.5624172290213145
36.0,0.0,2.0,0.0,36.5,43.0,1.0,6.0,0.2893970469565174
58.0,0.0,2.0,6.0,33.0,23.0,2.0,48.0,0.1136808120728266
60.0,0.0,1.0,6.0,36.0,29.0,4.0,96.0,0.1470002761244478
63.0,0.0,1.0,6.0,34.0,16.0,4.0,204.0,0.1570145589118308
46.0,0.0,2.0,3.0,29.0,17.0,2.0,180.0,0.2224250167530135
39.0,1.0,2.0,6.0,34.0,22.0,2.0,84.0,0.2362869324676007
32.0,0.0,1.0,3.0,34.0,58.0,1.0,120.0,0.1859612389207837
37.0,0.0,1.0,6.0,28.08333333333333,38.0,3.0,18.0,0.5631442933612603
30.0,1.0,1.0,4.0,27.0,26.0,1.0,36.0,0.466597565192262
28.0,0.0,0.0,0.0,37.0,34.0,1.0,12.0,0.3282718332272439
42.0,0.0,0.0,5.0,29.83333333333333,29.0,2.0,10.0,0.1875023905350765
27.0,0.0,0.0,4.0,36.41666666666666,21.0,2.0,65.0,0.1789977792291187
32.0,1.0,0.0,2.0,30.0,16.0,3.0,12.0,0.2230046374068595
37.0,0.0,0.0,3.0,29.83333333333333,23.0,2.0,10.0,0.3036757590987357
46.0,1.0,0.0,4.0,31.33333333333333,26.0,8.0,148.0,0.1875023905350765
60.0,0.0,1.0,2.0,34.0,18.0,2.0,336.0,0.1229021306305824
47.0,0.0,1.0,6.0,26.0,20.0,1.0,48.0,0.5321297041691028
62.0,1.0,1.0,9.0,29.0,17.0,10.0,240.0,0.246633912460184
31.0,0.0,0.0,6.0,30.83333333333333,36.0,1.0,10.0,0.2121177289750974
25.0,1.0,0.0,3.0,37.833333333333336,16.0,5.0,34.0,0.1931846712098272
54.0,0.0,1.0,4.0,33.333333333333336,34.0,3.0,156.0,0.1627564249131586
41.0,1.0,0.0,6.0,37.66666666666666,19.0,16.0,176.0,0.1789977792291187
39.0,1.0,1.0,1.0,33.0,21.0,2.0,168.0,0.2460560277702422
46.0,1.0,1.0,6.0,34.0,18.0,2.0,168.0,0.1229021306305824
40.0,0.0,1.0,4.0,35.0,48.0,2.0,72.0,0.0965366473426955
22.0,0.0,2.0,0.0,28.0,32.0,2.0,72.0,0.1859612389207837
31.0,0.0,1.0,3.0,37.0,30.0,1.0,12.0,0.1523291898494421
45.0,0.0,2.0,9.0,26.0,20.0,3.0,192.0,0.2893970469565174
52.0,0.0,1.0,9.0,32.5,16.0,1.0,18.0,0.3403960457849617
49.0,0.0,1.0,8.0,33.5,23.0,2.0,42.0,0.1931846712098272
46.0,0.0,1.0,0.0,34.0,23.0,1.0,468.0,0.0424752177964042
48.0,0.0,2.0,0.0,34.0,34.0,1.0,246.0,0.1627564249131586
45.0,0.0,1.0,0.0,32.0,26.0,2.0,264.0,0.2805868308259445
64.0,0.0,2.0,3.0,35.0,22.0,1.0,12.0,0.0794116459041523
13.0,0.0,1.0,0.0,33.5,25.0,2.0,51.0,0.3403960457849617
49.0,0.0,1.0,6.0,30.416666666666668,39.0,1.0,17.0,0.1387416105495991
46.0,0.0,0.0,0.0,32.166666666666664,13.0,10.0,566.0,0.1136808120728266
58.0,0.0,1.0,6.0,33.0,32.0,1.0,60.0,0.366797267891916
51.0,0.0,2.0,3.0,33.0,49.0,1.0,12.0,2962.876235783164
28.0,1.0,2.0,0.0,26.0,20.0,1.0,672.0,0.2224250167530135
42.0,0.0,0.0,3.0,32.666666666666664,20.0,3.0,44.0,0.1896341666860463
45.0,0.0,2.0,6.0,32.0,26.0,2.0,36.0,0.2230046374068595
41.0,1.0,2.0,5.0,38.0,50.0,1.0,9.0,0.1618066736443946
9.0,1.0,0.0,3.0,32.0,24.0,1.0,12.0,0.3282718332272439
13.0,1.0,2.0,3.0,34.0,51.0,1.0,24.0,0.503388823580198
52.0,0.0,0.0,6.0,31.0,17.0,4.0,12.0,0.1931846712098272
37.0,1.0,2.0,3.0,30.0,39.0,2.0,24.0,0.3036757590987357
49.0,0.0,2.0,3.0,29.666666666666668,36.0,2.0,8.0,0.4002801355591667
53.0,0.0,2.0,6.0,34.0,21.0,2.0,108.0,0.0965366473426955
48.0,0.0,2.0,3.0,33.0,26.0,4.0,48.0,0.2893970469565174
48.0,0.0,1.0,2.0,34.0,49.0,1.0,4.0,0.1812808391388095
54.0,0.0,1.0,9.0,31.0,23.0,1.0,12.0,0.3261169775912217
35.0,1.0,0.0,0.0,33.0,27.0,10.0,203.0,0.3403960457849617
39.0,0.0,2.0,0.0,34.0,23.0,1.0,24.0,0.0424752177964042
54.0,0.0,1.0,9.0,31.0,32.0,2.0,36.0,0.3040856578310011
46.0,0.0,0.0,6.0,31.666666666666668,30.0,3.0,32.0,0.3061561957591827
43.0,0.0,1.0,4.0,33.0,22.0,2.0,48.0,0.3282718332272439
33.0,1.0,2.0,6.0,30.0,59.0,1.0,6.0,0.3979863843292437
28.0,0.0,1.0,6.0,37.833333333333336,16.0,2.0,22.0,0.5427403069541675
17.0,1.0,0.0,3.0,30.416666666666668,28.0,4.0,20.0,0.2659429044706354
33.0,1.0,0.0,5.0,32.166666666666664,18.0,5.0,232.0,0.2230046374068595
39.0,0.0,2.0,9.0,32.0,53.0,1.0,84.0,0.1568111765647907
50.0,0.0,1.0,6.0,31.75,39.0,1.0,24.0,0.1570821719186325
46.0,0.0,1.0,3.0,39.0,17.0,1.0,24.0,0.5321297041691028
42.0,0.0,2.0,6.0,31.0,30.0,2.0,24.0,0.2351765307508255
40.0,1.0,0.0,3.0,32.0,59.0,2.0,12.0,0.1136808120728266
32.0,1.0,1.0,2.0,34.0,23.0,1.0,12.0,0.3036757590987357
57.0,1.0,0.0,6.0,35.916666666666664,25.0,6.0,113.0,0.1136808120728266
35.0,0.0,2.0,12.0,37.083333333333336,28.0,1.0,1.0,0.1789977792291187
54.0,0.0,1.0,6.0,30.0,27.0,2.0,72.0,0.2224250167530135
17.0,0.0,0.0,0.0,36.333333333333336,26.0,2.0,4.0,0.336834574023331
20.0,1.0,0.0,1.0,38.333333333333336,25.0,1.0,4.0,0.2656433174291274
31.0,0.0,1.0,3.0,30.0,32.0,2.0,48.0,0.2224250167530135
25.0,0.0,0.0,4.0,33.666666666666664,21.0,6.0,44.0,0.2121177289750974
50.0,0.0,2.0,8.0,34.0,28.0,1.0,252.0,0.3403960457849617
23.0,1.0,0.0,0.0,31.25,25.0,1.0,3.0,0.2659429044706354
41.0,0.0,0.0,1.0,29.25,17.0,9.0,57.0,0.2121177289750974
26.0,0.0,0.0,0.0,34.0,37.0,1.0,48.0,0.2362869324676007
56.0,0.0,2.0,6.0,34.0,12.0,1.0,312.0,0.1229021306305824
45.0,0.0,1.0,3.0,38.0,15.0,1.0,180.0,0.503388823580198
15.0,1.0,0.0,0.0,33.166666666666664,28.0,1.0,2.0,0.5624172290213145
23.0,1.0,0.0,5.0,27.33333333333333,32.0,1.0,4.0,0.260623064792692
19.0,1.0,2.0,12.0,32.0,52.0,1.0,144.0,0.3979863843292437
26.0,1.0,0.0,0.0,36.0,17.0,3.0,36.0,0.1589568182862857
45.0,0.0,0.0,6.0,33.0,41.0,1.0,84.0,0.0563276750935414
52.0,0.0,1.0,9.0,32.5,37.0,1.0,6.0,0.1713179214459541
27.0,1.0,0.0,1.0,30.83333333333333,19.0,4.0,34.0,0.2121177289750974
26.0,1.0,0.0,2.0,34.0,25.0,1.0,12.0,0.1931846712098272
56.0,0.0,2.0,12.0,26.0,21.0,1.0,372.0,0.0424752177964042
19.0,1.0,0.0,1.0,32.166666666666664,20.0,2.0,2.0,0.1789977792291187
36.0,0.0,1.0,6.0,30.166666666666668,19.0,2.0,9.0,0.4261479022907242
56.0,0.0,2.0,6.0,33.0,25.0,4.0,168.0,0.0965366473426955
55.0,0.0,2.0,9.0,31.0,18.0,2.0,24.0,0.3261169775912217
58.0,0.0,0.0,6.0,31.0,31.0,1.0,72.0,0.139906970407686
49.0,0.0,1.0,9.0,35.333333333333336,33.0,1.0,24.0,0.1570821719186325
56.0,0.0,2.0,6.0,32.0,17.0,3.0,192.0,0.2893970469565174
51.0,0.0,1.0,9.0,30.33333333333333,36.0,3.0,180.0,0.3040856578310011
29.0,0.0,2.0,5.0,29.0,28.0,2.0,264.0,0.1589568182862857
55.0,0.0,2.0,9.0,31.0,18.0,1.0,192.0,0.0530060722456658
45.0,0.0,1.0,3.0,30.33333333333333,49.0,1.0,24.0,0.1669478592228174
59.0,0.0,1.0,6.0,28.0,22.0,1.0,168.0,0.146549422036687
49.0,0.0,2.0,6.0,33.0,42.0,3.0,42.0,0.1713179214459541
20.0,1.0,0.0,0.0,35.5,33.0,1.0,6.0,0.1789977792291187
25.0,0.0,2.0,3.0,30.25,25.0,2.0,4.0,0.3228717411226657
61.0,0.0,1.0,3.0,37.0,17.0,1.0,24.0,0.0965366473426955
48.0,0.0,1.0,9.0,30.0,17.0,2.0,48.0,0.146549422036687
26.0,0.0,0.0,2.0,34.0,29.0,1.0,18.0,0.1618066736443946
44.0,1.0,0.0,1.0,29.166666666666668,27.0,10.0,110.0,0.1875023905350765
54.0,0.0,1.0,11.0,29.0,19.0,1.0,372.0,0.0965366473426955
